Data a almacenar [x,y]:
Inf,Inf
Inf,Inf
-5064.446,:860.739
Inf,Inf
-5151.451,;102.607
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1406.299,3103.768
-4673.087,:336.210
-822.723,1822.395
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-4138.272,9173.261
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-671.139,1469.493
-4152.210,9026.255
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3487.817,7358.785
Inf,Inf
-3466.536,7227.126
-7124.955,>699.781
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-5772.334,:061.240
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-4966.643,7857.402
-250.954,389.684
-4884.082,7453.896
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-5951.000,>523.577
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-9480.289,7741.412
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-8612.948,6567.991
-2007.009,1509.816
-1823.652,1327.242
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-709.764,463.131
-7301.242,4648.605
-393.938,244.222
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-6011.821,2741.724
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-4849.495,1484.085
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3721.048,727.511
-3324.297,748.400
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-:617.943,3192.481
-2766.661,854.110
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1885.357,665.904
-1877.981,686.430
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-671.429,258.578
-8072.967,3121.678
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-6752.575,2632.295
->623.668,5700.613
-6516.132,2533.985
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-=388.153,4988.988
-5961.316,2191.861
-=435.162,4860.974
-5383.376,1908.005
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-4594.200,1443.037
-4244.520,1273.669
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-;257.237,2796.964
-3065.024,733.196
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2239.429,268.770
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1162.059,4408.929
-3387.405,<823.646
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2352.482,9241.789
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1752.377,6768.326
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3898.337,>806.923
-1807.005,6886.364
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1411.259,5402.204
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1555.057,:977.907
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-787.381,6044.431
-1559.284,;995.580
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2033.213,6822.999
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2518.303,4253.979
-6546.709,;239.913
-2392.949,4178.854
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-6156.705,;458.186
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2059.458,4210.853
-1818.127,3758.884
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-5306.824,;453.835
-1802.767,3907.702
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-5048.287,;149.895
Inf,Inf
-4778.549,:569.478
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-4506.722,9989.999
-1453.854,3222.742
-1457.369,3221.154
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-4729.393,:310.568
-1584.530,3444.522
-4580.156,9956.544
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3953.438,7843.480
-7183.720,>098.840
Inf,Inf
-3495.550,6639.551
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-6708.046,<031.894
-2682.531,4750.421
-6530.488,;397.108
-2427.058,4159.137
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-6424.943,:115.550
Inf,Inf
-6038.980,9145.564
-1690.719,2506.595
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3873.579,9564.907
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-4113.964,9027.270
Inf,Inf
Inf,Inf
Inf,Inf
-4065.395,-1763.731
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-<176.116,9904.085
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-;904.461,9006.333
-5090.199,3798.870
-;707.383,8628.472
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-;072.208,7302.508
-4369.142,2818.756
-4115.464,2500.397
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-:505.487,5494.326
Inf,Inf
-2625.547,1220.828
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-9046.310,2639.436
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-8521.119,1519.280
-455.176,87.447
-77.680,16.910
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-?325.144,4426.093
-7683.554,2282.812
-7283.279,2278.952
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
->699.902,5124.443
-6824.505,2439.749
-6443.799,2363.277
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-=094.041,5042.725
Inf,Inf
-5320.901,2075.871
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-<228.052,4797.507
-4603.460,1801.760
-;881.975,4628.110
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3557.152,1312.302
-:783.957,3911.721
-3087.793,1104.830
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-:182.335,3299.233
-2271.812,721.070
-9857.828,3052.096
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-703.325,151.702
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-?700.236,1971.224
Inf,Inf
-7853.229,2154.848
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2350.982,8860.921
Inf,Inf
-2983.834,;209.154
-572.470,2181.641
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1472.250,5253.090
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1788.219,6891.266
-3310.408,<843.738
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1158.452,4409.878
-3673.450,>204.177
-1619.471,6405.963
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1087.732,4163.766
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1017.752,7046.379
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3141.817,<094.068
Inf,Inf
-2840.186,:982.182
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-4632.835,?531.254
-1840.277,6212.672
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-6098.604,:464.006
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2501.109,4703.903
-5921.891,;293.004
-2453.520,4728.899
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-5690.157,;554.376
-2059.458,4210.853
-5751.782,;809.248
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-5679.344,<127.543
Inf,Inf
-5522.065,;918.394
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-5206.670,;499.709
-1826.709,4037.489
-4989.474,;036.012
-1507.400,3339.008
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-4875.172,:806.737
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-4818.868,:551.156
Inf,Inf
-1488.047,3207.097
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-4721.374,:032.012
Inf,Inf
-4705.693,9755.912
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-4303.766,8526.941
Inf,Inf
-7314.132,>031.628
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-6932.039,<052.142
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1974.627,2932.678
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-751.161,2126.743
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-5029.516,<686.930
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-6533.645,-2828.206
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1654.472,1337.525
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-7779.362,5759.708
-890.445,651.781
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-6413.769,3894.364
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-=153.311,6783.479
Inf,Inf
-=242.279,6316.243
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-<588.381,4177.687
Inf,Inf
-<533.474,3479.522
-4423.460,1105.455
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-4072.290,922.633
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-;524.668,3284.247
-3513.486,1037.616
-3377.044,1046.581
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-:837.316,3761.366
-2851.450,1005.377
-:677.274,3830.247
-2840.596,1035.647
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1625.299,631.024
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-8887.836,3498.213
-1265.986,495.497
-790.044,306.735
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-7982.574,2999.459
-194.556,72.137
-7768.027,2841.734
-74.801,26.925
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
->778.342,4469.759
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
->256.732,3463.885
-5941.879,1359.848
-5970.130,1229.904
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-5291.420,618.965
-5268.451,1416.297
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1645.562,6134.629
-118.619,448.064
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2227.491,8760.755
-1373.648,5396.413
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3424.442,<283.076
-1295.742,4637.897
-3055.259,:924.302
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1111.898,4289.740
-3112.124,<101.744
-1396.522,5406.033
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3354.715,<699.891
Inf,Inf
-1252.387,4914.431
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-730.325,2801.882
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-637.235,4902.256
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2980.898,;474.628
-405.768,1563.711
-2650.685,:237.922
-277.168,1068.124
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1778.971,5830.126
-4338.939,>416.714
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-5781.746,9907.912
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-6162.955,;454.826
Inf,Inf
-1981.928,3819.957
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-5702.756,;548.164
-2176.776,4438.449
-2041.066,4219.798
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2140.801,4597.508
-5256.106,;336.262
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1928.740,4272.308
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-5348.893,;856.829
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-5055.593,;005.879
Inf,Inf
-4859.115,:532.681
-1541.921,3323.207
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-4786.948,:142.611
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-4368.508,8637.641
Inf,Inf
-4040.567,7654.507
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-7338.517,=145.882
Inf,Inf
-7264.878,<599.003
-3595.001,6145.180
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2552.995,3931.268
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-5571.299,=986.733
-2526.568,6243.669
-2340.323,5628.321
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-5750.741,<501.212
Inf,Inf
Inf,Inf
-425.959,-182.731
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-9476.067,7746.580
-2850.842,2300.853
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-9121.860,6956.074
-2620.201,1972.223
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-8167.986,5428.724
-1677.218,1088.548
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
->424.933,4739.191
-6689.340,2033.174
->499.126,4055.048
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
->293.419,2685.431
-5976.749,1197.323
-=971.220,2989.593
-6068.164,1381.786
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-5477.182,1619.167
-=420.625,4095.094
-5328.273,1668.822
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-5140.092,1828.094
-<705.434,4620.477
-4876.159,1804.955
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-4010.470,1560.845
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3292.661,1287.687
-:924.316,4265.391
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2595.921,959.294
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-9122.644,2829.929
-1301.282,393.577
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-8512.650,2164.408
-326.080,78.943
-202.835,43.750
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-?699.699,1975.503
-7712.454,853.165
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-118.374,448.129
-2383.807,8984.641
-702.421,2676.875
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2694.820,:623.021
-2009.449,7876.206
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-4020.574,>375.856
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-182.426,695.989
-3685.957,>333.140
-1848.624,7140.068
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-595.984,4634.334
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3331.420,<838.304
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2908.145,9634.143
-353.305,1179.732
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-8051.138,=918.673
-3969.829,6963.382
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-218.380,408.830
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-4063.647,8217.653
-260.745,530.927
-3354.778,6854.578
-7036.963,>457.919
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3271.632,7036.068
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3147.677,6952.116
-3356.833,7419.451
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-32.671,72.476
-3504.524,7774.095
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-6765.350,>727.969
Inf,Inf
-33.440,72.124
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-6404.399,=483.838
Inf,Inf
-6626.221,=661.327
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-6653.591,=076.032
-2201.388,4282.864
-6014.403,;677.684
-1873.821,3587.624
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1733.405,3081.406
-5448.661,9509.086
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1317.266,3280.940
-4428.759,:859.113
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-5480.313,-2361.612
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1109.063,-535.321
-955.574,776.833
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-574.854,432.692
-64.227,46.851
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-6319.577,4045.423
-<769.961,7974.717
-5973.155,3633.521
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-<580.958,6496.993
Inf,Inf
-5199.824,2362.849
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-<098.054,4029.618
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3971.866,778.799
-<100.038,2558.149
-3947.941,892.196
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-;648.672,3316.150
Inf,Inf
-3377.329,1045.659
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2959.673,1082.721
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-:108.896,3889.935
Inf,Inf
-9983.132,3860.306
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1623.573,635.454
-9378.265,3649.952
-1386.508,538.748
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-8611.206,3144.864
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-197.639,63.205
-7773.904,2425.489
-7808.779,2310.748
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
->842.167,3201.363
-6725.713,1368.361
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
->423.184,1866.845
Inf,Inf
-6731.071,1890.435
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-251.964,942.398
-52.775,200.676
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-116.418,448.641
-2038.969,7884.110
-3466.472,=464.430
-1689.990,6520.037
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3865.748,>683.141
Inf,Inf
-1762.915,7029.821
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1497.524,:468.935
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-938.760,7315.512
-1643.154,<888.176
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-1304.596,5033.172
-3138.520,<094.924
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2740.232,9149.988
-421.694,1426.474
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-39.768,68.838
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-4104.557,7765.466
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-4233.861,8561.867
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-570.177,1234.154
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-3838.626,8465.888
-666.728,1471.500
-3728.419,8234.770
-665.524,1472.045
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-348.084,772.718
-4033.001,8939.908
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-6527.851,<564.974
-2836.682,5395.215
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
-2502.139,4411.281
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
Inf,Inf
